date,description,category,amount,type,account,payment_method
4/18/2023,Electricity Bill,Electricity,508,expense,HDFC Savings,Card
5/1/2024,Restaurant Payment,Dining,828,expense,HDFC Savings,NetBanking
9/1/2023,Broadband Bill,Internet,3349,expense,ICICI Savings,NetBanking
7/22/2023,SIP Investment,Mutual Fund,3672,expense,ICICI Savings,NetBanking
10/30/2023,Supermarket Purchase,Groceries,2833,expense,ICICI Savings,NetBanking
6/4/2022,Monthly Salary Credit,Salary,74762,income,HDFC Savings,Card
1/2/2024,Freelance Project Payment,Freelance,4333,income,HDFC Savings,UPI
9/11/2022,Travel Booking,Travel,3786,expense,ICICI Savings,NetBanking
6/20/2023,Insurance Premium,Insurance,1500,expense,ICICI Savings,Card
10/17/2022,Online Shopping,Shopping,3548,expense,ICICI Savings,NetBanking
9/5/2023,Monthly Salary Credit,Salary,85861,income,ICICI Savings,UPI
12/4/2022,Freelance Project Payment,Freelance,4770,income,ICICI Savings,Card
9/16/2022,Travel Booking,Travel,7176,expense,HDFC Savings,Card
3/25/2022,Insurance Premium,Insurance,5636,expense,HDFC Savings,Card
11/14/2022,Medical Expense,Medical,5921,expense,ICICI Savings,UPI
9/2/2023,Travel Booking,Travel,7884,expense,HDFC Savings,Card
7/27/2023,Online Shopping,Shopping,5471,expense,ICICI Savings,UPI
11/18/2023,Travel Booking,Travel,6990,expense,HDFC Savings,NetBanking
11/18/2023,Online Shopping,Shopping,4365,expense,ICICI Savings,UPI
1/7/2023,Restaurant Payment,Dining,1676,expense,HDFC Savings,Card
2/24/2024,Electricity Bill,Electricity,1772,expense,HDFC Savings,UPI
6/8/2022,Freelance Project Payment,Freelance,2623,income,HDFC Savings,NetBanking
2/29/2024,Broadband Bill,Internet,7041,expense,HDFC Savings,NetBanking
12/11/2022,SIP Investment,Mutual Fund,13125,expense,HDFC Savings,NetBanking
1/21/2023,House Rent,Rent,17658,expense,HDFC Savings,NetBanking
2/29/2024,Insurance Premium,Insurance,6827,expense,HDFC Savings,NetBanking
3/25/2023,Monthly Salary Credit,Salary,73463,income,ICICI Savings,NetBanking
1/7/2024,Supermarket Purchase,Groceries,3838,expense,ICICI Savings,NetBanking
3/13/2024,Electricity Bill,Electricity,2116,expense,HDFC Savings,Card
4/8/2024,SIP Investment,Mutual Fund,10684,expense,HDFC Savings,Card
11/26/2023,Insurance Premium,Insurance,3809,expense,ICICI Savings,Card
3/7/2024,Online Shopping,Shopping,4319,expense,ICICI Savings,UPI
4/16/2024,Supermarket Purchase,Groceries,6763,expense,HDFC Savings,Card
2/23/2022,Medical Expense,Medical,4136,expense,ICICI Savings,NetBanking
4/16/2022,Travel Booking,Travel,7129,expense,HDFC Savings,Card
3/27/2022,SIP Investment,Mutual Fund,5626,expense,ICICI Savings,Card
6/10/2023,House Rent,Rent,22167,expense,HDFC Savings,UPI
4/16/2024,Electricity Bill,Electricity,7446,expense,ICICI Savings,UPI
3/1/2023,Monthly Salary Credit,Salary,72991,income,ICICI Savings,UPI
1/31/2023,Freelance Project Payment,Freelance,3271,income,HDFC Savings,UPI
11/23/2022,Freelance Project Payment,Freelance,7074,income,ICICI Savings,UPI
5/21/2022,Monthly Salary Credit,Salary,69400,income,ICICI Savings,NetBanking
5/1/2024,House Rent,Rent,22685,expense,ICICI Savings,NetBanking
1/6/2022,Freelance Project Payment,Freelance,355,income,ICICI Savings,UPI
5/5/2024,House Rent,Rent,23991,expense,ICICI Savings,UPI
3/5/2024,Restaurant Payment,Dining,2146,expense,ICICI Savings,UPI
2/18/2022,Supermarket Purchase,Groceries,3639,expense,ICICI Savings,UPI
4/24/2022,Equity Purchase,Stocks,11189,expense,HDFC Savings,NetBanking
6/12/2023,Insurance Premium,Insurance,2181,expense,HDFC Savings,Card
3/16/2023,Monthly Salary Credit,Salary,80146,income,ICICI Savings,UPI
8/8/2023,Online Shopping,Shopping,1734,expense,HDFC Savings,NetBanking
1/5/2023,Freelance Project Payment,Freelance,4509,income,HDFC Savings,Card
6/13/2024,Electricity Bill,Electricity,556,expense,ICICI Savings,Card
9/17/2022,Travel Booking,Travel,333,expense,ICICI Savings,UPI
12/20/2022,Supermarket Purchase,Groceries,6204,expense,HDFC Savings,NetBanking
1/23/2024,SIP Investment,Mutual Fund,8447,expense,HDFC Savings,UPI
12/27/2022,Broadband Bill,Internet,2973,expense,HDFC Savings,NetBanking
4/21/2023,Travel Booking,Travel,4120,expense,HDFC Savings,UPI
3/6/2022,Travel Booking,Travel,6558,expense,ICICI Savings,UPI
10/28/2022,Supermarket Purchase,Groceries,558,expense,HDFC Savings,UPI
11/20/2022,Restaurant Payment,Dining,4422,expense,ICICI Savings,NetBanking
4/30/2023,Restaurant Payment,Dining,499,expense,HDFC Savings,Card
1/1/2023,Equity Purchase,Stocks,3783,expense,ICICI Savings,Card
5/8/2022,SIP Investment,Mutual Fund,9029,expense,ICICI Savings,Card
2/1/2024,Electricity Bill,Electricity,7528,expense,ICICI Savings,Card
7/11/2022,Electricity Bill,Electricity,5869,expense,ICICI Savings,Card
3/27/2024,Broadband Bill,Internet,2384,expense,HDFC Savings,NetBanking
3/11/2023,Freelance Project Payment,Freelance,3727,income,HDFC Savings,NetBanking
10/28/2022,Fuel Station,Fuel,1040,expense,HDFC Savings,Card
11/8/2023,Restaurant Payment,Dining,2710,expense,ICICI Savings,NetBanking
1/5/2024,Online Shopping,Shopping,1565,expense,ICICI Savings,Card
4/3/2023,Monthly Salary Credit,Salary,83816,income,ICICI Savings,NetBanking
3/22/2023,Restaurant Payment,Dining,5438,expense,HDFC Savings,UPI
11/19/2023,Medical Expense,Medical,3527,expense,ICICI Savings,NetBanking
3/31/2024,Travel Booking,Travel,5765,expense,HDFC Savings,UPI
5/27/2022,Equity Purchase,Stocks,12954,expense,ICICI Savings,UPI
5/10/2022,Freelance Project Payment,Freelance,2133,income,ICICI Savings,Card
1/28/2023,Insurance Premium,Insurance,465,expense,HDFC Savings,NetBanking
4/6/2023,Fuel Station,Fuel,3247,expense,ICICI Savings,UPI
8/11/2023,House Rent,Rent,23674,expense,ICICI Savings,Card
11/18/2022,Medical Expense,Medical,2483,expense,HDFC Savings,UPI
1/27/2022,Travel Booking,Travel,1724,expense,ICICI Savings,NetBanking
2/1/2023,Broadband Bill,Internet,1164,expense,ICICI Savings,Card
12/22/2023,Electricity Bill,Electricity,1957,expense,ICICI Savings,NetBanking
5/18/2023,Supermarket Purchase,Groceries,1204,expense,HDFC Savings,UPI
4/8/2023,House Rent,Rent,22292,expense,HDFC Savings,NetBanking
5/15/2024,Fuel Station,Fuel,5670,expense,ICICI Savings,NetBanking
3/8/2022,Broadband Bill,Internet,4641,expense,ICICI Savings,Card
5/21/2024,House Rent,Rent,17852,expense,ICICI Savings,NetBanking
8/18/2022,Freelance Project Payment,Freelance,1846,income,HDFC Savings,UPI
3/20/2024,Electricity Bill,Electricity,415,expense,ICICI Savings,NetBanking
8/10/2023,Fuel Station,Fuel,4028,expense,HDFC Savings,NetBanking
3/30/2022,Freelance Project Payment,Freelance,2733,income,ICICI Savings,NetBanking
1/7/2024,Electricity Bill,Electricity,4506,expense,ICICI Savings,Card
4/23/2024,Insurance Premium,Insurance,804,expense,HDFC Savings,Card
10/20/2023,Freelance Project Payment,Freelance,3886,income,ICICI Savings,NetBanking
6/14/2023,Fuel Station,Fuel,1251,expense,HDFC Savings,UPI
3/20/2023,Broadband Bill,Internet,7660,expense,HDFC Savings,UPI
6/15/2023,House Rent,Rent,19982,expense,HDFC Savings,UPI
11/27/2022,Travel Booking,Travel,2047,expense,ICICI Savings,NetBanking
10/18/2022,Equity Purchase,Stocks,4292,expense,ICICI Savings,UPI
10/13/2023,Broadband Bill,Internet,2448,expense,HDFC Savings,NetBanking
11/7/2022,Insurance Premium,Insurance,4570,expense,HDFC Savings,NetBanking
10/19/2023,House Rent,Rent,24696,expense,HDFC Savings,UPI
11/6/2023,Insurance Premium,Insurance,6103,expense,ICICI Savings,NetBanking
2/12/2022,Equity Purchase,Stocks,3464,expense,HDFC Savings,UPI
10/19/2023,SIP Investment,Mutual Fund,12449,expense,ICICI Savings,NetBanking
8/4/2022,SIP Investment,Mutual Fund,12373,expense,ICICI Savings,NetBanking
10/17/2023,Monthly Salary Credit,Salary,76319,income,ICICI Savings,NetBanking
11/6/2022,Electricity Bill,Electricity,2206,expense,ICICI Savings,Card
4/10/2023,Freelance Project Payment,Freelance,5841,income,HDFC Savings,UPI
3/27/2023,Online Shopping,Shopping,4166,expense,ICICI Savings,UPI
12/15/2022,Insurance Premium,Insurance,1376,expense,ICICI Savings,NetBanking
11/23/2022,Travel Booking,Travel,7251,expense,ICICI Savings,Card
5/14/2022,SIP Investment,Mutual Fund,9070,expense,HDFC Savings,Card
9/5/2022,Electricity Bill,Electricity,1203,expense,ICICI Savings,Card
9/11/2022,House Rent,Rent,16586,expense,HDFC Savings,Card
1/29/2023,Equity Purchase,Stocks,13082,expense,ICICI Savings,UPI
6/5/2024,House Rent,Rent,20364,expense,ICICI Savings,UPI
2/21/2024,House Rent,Rent,23163,expense,ICICI Savings,Card
6/19/2024,Restaurant Payment,Dining,4274,expense,HDFC Savings,UPI
2/7/2023,Broadband Bill,Internet,3945,expense,HDFC Savings,UPI
8/21/2023,Fuel Station,Fuel,598,expense,HDFC Savings,Card
5/22/2023,Insurance Premium,Insurance,7428,expense,ICICI Savings,Card
7/4/2023,Monthly Salary Credit,Salary,87760,income,HDFC Savings,Card
5/18/2022,Restaurant Payment,Dining,6159,expense,ICICI Savings,Card
1/10/2023,Monthly Salary Credit,Salary,73126,income,HDFC Savings,NetBanking
7/30/2023,Supermarket Purchase,Groceries,3169,expense,ICICI Savings,UPI
1/31/2023,Broadband Bill,Internet,3889,expense,ICICI Savings,NetBanking
11/28/2023,Insurance Premium,Insurance,1173,expense,HDFC Savings,UPI
2/8/2023,Fuel Station,Fuel,6711,expense,ICICI Savings,NetBanking
1/10/2023,SIP Investment,Mutual Fund,5363,expense,HDFC Savings,NetBanking
6/6/2023,Online Shopping,Shopping,4296,expense,HDFC Savings,UPI
2/9/2022,House Rent,Rent,20456,expense,ICICI Savings,NetBanking
4/13/2023,House Rent,Rent,24932,expense,HDFC Savings,Card
9/20/2023,Fuel Station,Fuel,1531,expense,ICICI Savings,NetBanking
1/28/2024,Equity Purchase,Stocks,7902,expense,ICICI Savings,NetBanking
4/28/2024,Broadband Bill,Internet,4560,expense,ICICI Savings,NetBanking
7/31/2023,Restaurant Payment,Dining,4090,expense,HDFC Savings,Card
12/6/2022,Medical Expense,Medical,1097,expense,ICICI Savings,NetBanking
11/12/2022,SIP Investment,Mutual Fund,14883,expense,HDFC Savings,NetBanking
5/1/2023,Restaurant Payment,Dining,5570,expense,HDFC Savings,NetBanking
2/22/2022,Insurance Premium,Insurance,4135,expense,HDFC Savings,NetBanking
10/7/2023,Travel Booking,Travel,5276,expense,ICICI Savings,UPI
4/21/2024,Medical Expense,Medical,2184,expense,HDFC Savings,NetBanking
12/19/2023,Freelance Project Payment,Freelance,1762,income,HDFC Savings,Card
11/18/2022,Online Shopping,Shopping,1440,expense,ICICI Savings,NetBanking
7/28/2022,Online Shopping,Shopping,4310,expense,ICICI Savings,NetBanking
1/15/2024,Monthly Salary Credit,Salary,83126,income,HDFC Savings,NetBanking
8/1/2022,Broadband Bill,Internet,2862,expense,ICICI Savings,NetBanking
1/21/2023,Fuel Station,Fuel,1618,expense,ICICI Savings,NetBanking
12/17/2022,Broadband Bill,Internet,3102,expense,ICICI Savings,NetBanking
5/11/2023,Supermarket Purchase,Groceries,2219,expense,ICICI Savings,NetBanking
11/2/2022,Supermarket Purchase,Groceries,7912,expense,ICICI Savings,Card
12/23/2023,Supermarket Purchase,Groceries,5854,expense,ICICI Savings,Card
5/7/2023,Fuel Station,Fuel,4791,expense,ICICI Savings,Card
5/5/2022,Insurance Premium,Insurance,5742,expense,ICICI Savings,Card
4/18/2024,Fuel Station,Fuel,6532,expense,HDFC Savings,Card
2/13/2022,Restaurant Payment,Dining,6050,expense,HDFC Savings,Card
3/29/2023,Medical Expense,Medical,2300,expense,ICICI Savings,UPI
7/26/2022,Equity Purchase,Stocks,11824,expense,ICICI Savings,NetBanking
12/14/2023,Restaurant Payment,Dining,1324,expense,HDFC Savings,NetBanking
1/29/2024,Insurance Premium,Insurance,2160,expense,HDFC Savings,UPI
11/17/2023,Broadband Bill,Internet,2048,expense,HDFC Savings,UPI
4/13/2022,Online Shopping,Shopping,2905,expense,ICICI Savings,UPI
11/29/2023,SIP Investment,Mutual Fund,5252,expense,HDFC Savings,NetBanking
6/11/2022,Online Shopping,Shopping,5548,expense,ICICI Savings,Card
10/29/2023,Supermarket Purchase,Groceries,6392,expense,ICICI Savings,Card
10/20/2022,Medical Expense,Medical,684,expense,HDFC Savings,NetBanking
8/11/2023,Supermarket Purchase,Groceries,4583,expense,HDFC Savings,UPI
3/4/2023,Equity Purchase,Stocks,5880,expense,HDFC Savings,Card
3/17/2024,Electricity Bill,Electricity,1726,expense,ICICI Savings,UPI
1/10/2022,Restaurant Payment,Dining,4852,expense,HDFC Savings,Card
10/19/2022,Electricity Bill,Electricity,5453,expense,ICICI Savings,UPI
5/21/2024,Broadband Bill,Internet,4034,expense,ICICI Savings,UPI
4/8/2024,Freelance Project Payment,Freelance,2908,income,HDFC Savings,NetBanking
4/15/2023,Medical Expense,Medical,2307,expense,HDFC Savings,UPI
1/25/2024,Fuel Station,Fuel,6677,expense,ICICI Savings,NetBanking
11/22/2023,SIP Investment,Mutual Fund,6164,expense,HDFC Savings,NetBanking
5/26/2024,Medical Expense,Medical,7548,expense,ICICI Savings,Card
6/12/2023,Fuel Station,Fuel,910,expense,ICICI Savings,NetBanking
4/8/2022,House Rent,Rent,17303,expense,ICICI Savings,Card
9/12/2022,Monthly Salary Credit,Salary,68545,income,ICICI Savings,UPI
4/3/2023,SIP Investment,Mutual Fund,7374,expense,ICICI Savings,Card
8/20/2023,Travel Booking,Travel,4893,expense,HDFC Savings,Card
11/1/2023,Fuel Station,Fuel,5875,expense,HDFC Savings,UPI
11/15/2023,Freelance Project Payment,Freelance,4012,income,ICICI Savings,UPI
2/20/2023,Medical Expense,Medical,4316,expense,ICICI Savings,NetBanking
5/1/2022,Medical Expense,Medical,7704,expense,ICICI Savings,Card
9/22/2023,Supermarket Purchase,Groceries,1995,expense,HDFC Savings,Card
6/6/2022,Electricity Bill,Electricity,6325,expense,ICICI Savings,Card
12/20/2023,Broadband Bill,Internet,7677,expense,ICICI Savings,NetBanking
4/1/2024,Medical Expense,Medical,6963,expense,HDFC Savings,UPI
11/28/2023,SIP Investment,Mutual Fund,12761,expense,HDFC Savings,NetBanking
4/3/2023,Broadband Bill,Internet,5965,expense,ICICI Savings,UPI
8/1/2023,Freelance Project Payment,Freelance,705,income,HDFC Savings,NetBanking
7/4/2023,House Rent,Rent,17695,expense,ICICI Savings,NetBanking
3/29/2023,Freelance Project Payment,Freelance,5772,income,HDFC Savings,NetBanking
8/21/2023,Electricity Bill,Electricity,944,expense,ICICI Savings,UPI
4/10/2023,House Rent,Rent,23409,expense,ICICI Savings,Card
8/1/2023,Monthly Salary Credit,Salary,78310,income,ICICI Savings,NetBanking
4/6/2024,Restaurant Payment,Dining,6125,expense,HDFC Savings,Card
9/18/2022,Equity Purchase,Stocks,3049,expense,HDFC Savings,NetBanking
3/16/2022,Monthly Salary Credit,Salary,73883,income,ICICI Savings,NetBanking
3/7/2022,Broadband Bill,Internet,693,expense,HDFC Savings,Card
2/2/2022,Restaurant Payment,Dining,3549,expense,HDFC Savings,UPI
2/24/2024,Medical Expense,Medical,6174,expense,ICICI Savings,Card
1/27/2023,Electricity Bill,Electricity,7323,expense,ICICI Savings,Card
3/24/2022,Medical Expense,Medical,5621,expense,HDFC Savings,NetBanking
5/30/2024,Fuel Station,Fuel,1171,expense,HDFC Savings,NetBanking
2/7/2023,Broadband Bill,Internet,1243,expense,HDFC Savings,UPI
2/14/2024,Monthly Salary Credit,Salary,69776,income,ICICI Savings,NetBanking
1/7/2024,Broadband Bill,Internet,3674,expense,ICICI Savings,UPI
9/11/2022,Electricity Bill,Electricity,3035,expense,HDFC Savings,Card
7/13/2022,Travel Booking,Travel,6470,expense,HDFC Savings,UPI
4/8/2024,Medical Expense,Medical,3634,expense,HDFC Savings,UPI
7/31/2022,Freelance Project Payment,Freelance,1026,income,HDFC Savings,Card
9/5/2023,Medical Expense,Medical,5961,expense,HDFC Savings,UPI
1/29/2024,Monthly Salary Credit,Salary,73181,income,ICICI Savings,UPI
7/7/2023,Supermarket Purchase,Groceries,6379,expense,HDFC Savings,UPI
5/31/2023,Restaurant Payment,Dining,2118,expense,ICICI Savings,NetBanking
9/5/2023,SIP Investment,Mutual Fund,14018,expense,ICICI Savings,UPI
11/6/2022,House Rent,Rent,23540,expense,HDFC Savings,Card
11/4/2022,Restaurant Payment,Dining,699,expense,HDFC Savings,NetBanking
11/27/2023,Online Shopping,Shopping,4753,expense,ICICI Savings,UPI
12/19/2022,Medical Expense,Medical,5699,expense,ICICI Savings,NetBanking
11/23/2022,Travel Booking,Travel,3610,expense,ICICI Savings,UPI
11/4/2022,Online Shopping,Shopping,1706,expense,ICICI Savings,UPI
5/19/2024,Supermarket Purchase,Groceries,2663,expense,HDFC Savings,Card
3/1/2022,Broadband Bill,Internet,3580,expense,ICICI Savings,NetBanking
6/27/2023,House Rent,Rent,21363,expense,HDFC Savings,Card
7/28/2022,Fuel Station,Fuel,5497,expense,HDFC Savings,Card
5/17/2024,Fuel Station,Fuel,957,expense,HDFC Savings,UPI
10/2/2022,Online Shopping,Shopping,5718,expense,HDFC Savings,UPI
7/12/2022,SIP Investment,Mutual Fund,12626,expense,HDFC Savings,Card
8/2/2022,Equity Purchase,Stocks,8455,expense,ICICI Savings,UPI
8/5/2022,Supermarket Purchase,Groceries,6274,expense,HDFC Savings,NetBanking
2/12/2024,Electricity Bill,Electricity,7691,expense,HDFC Savings,NetBanking
9/11/2023,Travel Booking,Travel,1875,expense,ICICI Savings,UPI
7/20/2023,Fuel Station,Fuel,6553,expense,ICICI Savings,Card
4/23/2023,Broadband Bill,Internet,5514,expense,ICICI Savings,Card
9/25/2022,Fuel Station,Fuel,4400,expense,ICICI Savings,Card
4/11/2022,SIP Investment,Mutual Fund,14836,expense,ICICI Savings,Card
7/28/2022,Fuel Station,Fuel,2763,expense,ICICI Savings,UPI
7/31/2023,Equity Purchase,Stocks,6625,expense,HDFC Savings,UPI
9/25/2022,Broadband Bill,Internet,7857,expense,ICICI Savings,Card
6/6/2022,Supermarket Purchase,Groceries,2902,expense,HDFC Savings,Card
8/7/2023,Equity Purchase,Stocks,7026,expense,ICICI Savings,NetBanking
11/2/2023,Medical Expense,Medical,2965,expense,ICICI Savings,Card
1/11/2024,Medical Expense,Medical,6258,expense,ICICI Savings,Card
6/22/2022,Travel Booking,Travel,6712,expense,ICICI Savings,UPI
5/24/2022,Travel Booking,Travel,4677,expense,ICICI Savings,UPI
7/10/2023,Medical Expense,Medical,681,expense,HDFC Savings,UPI
4/17/2024,Medical Expense,Medical,597,expense,HDFC Savings,Card
5/21/2022,Equity Purchase,Stocks,13333,expense,HDFC Savings,UPI
12/26/2023,House Rent,Rent,15149,expense,HDFC Savings,NetBanking
4/12/2023,Fuel Station,Fuel,695,expense,ICICI Savings,NetBanking
5/15/2023,Monthly Salary Credit,Salary,60216,income,ICICI Savings,UPI
1/18/2022,Broadband Bill,Internet,6116,expense,ICICI Savings,NetBanking
10/21/2022,Monthly Salary Credit,Salary,76456,income,ICICI Savings,UPI
4/20/2022,Freelance Project Payment,Freelance,4495,income,HDFC Savings,UPI
7/16/2022,Insurance Premium,Insurance,4512,expense,ICICI Savings,Card
10/1/2022,SIP Investment,Mutual Fund,9502,expense,HDFC Savings,Card
2/20/2023,Electricity Bill,Electricity,4828,expense,HDFC Savings,NetBanking
8/20/2022,Restaurant Payment,Dining,5803,expense,HDFC Savings,NetBanking
5/28/2024,Medical Expense,Medical,6422,expense,HDFC Savings,UPI
2/20/2023,Online Shopping,Shopping,3289,expense,ICICI Savings,UPI
10/15/2023,Monthly Salary Credit,Salary,83030,income,HDFC Savings,UPI
5/27/2023,Equity Purchase,Stocks,10109,expense,ICICI Savings,NetBanking
5/28/2024,Freelance Project Payment,Freelance,7530,income,HDFC Savings,UPI
8/5/2022,Equity Purchase,Stocks,14342,expense,ICICI Savings,Card
2/17/2022,Freelance Project Payment,Freelance,5806,income,ICICI Savings,NetBanking
8/1/2023,Medical Expense,Medical,469,expense,HDFC Savings,Card
1/17/2022,Supermarket Purchase,Groceries,5008,expense,HDFC Savings,NetBanking
4/20/2024,Online Shopping,Shopping,7809,expense,HDFC Savings,Card
6/16/2022,Insurance Premium,Insurance,2169,expense,ICICI Savings,NetBanking
7/8/2023,Fuel Station,Fuel,3344,expense,HDFC Savings,NetBanking
1/12/2024,Freelance Project Payment,Freelance,4302,income,ICICI Savings,UPI
4/11/2022,Online Shopping,Shopping,2101,expense,HDFC Savings,Card
9/12/2023,SIP Investment,Mutual Fund,13057,expense,ICICI Savings,Card
1/31/2022,Medical Expense,Medical,2439,expense,ICICI Savings,Card
8/22/2022,Fuel Station,Fuel,4730,expense,ICICI Savings,Card
7/10/2022,Medical Expense,Medical,4999,expense,ICICI Savings,UPI
3/1/2024,Insurance Premium,Insurance,2619,expense,HDFC Savings,NetBanking
3/17/2022,Freelance Project Payment,Freelance,2395,income,HDFC Savings,Card
